"Geneid" "5_B1_R1_4wk" "5_B1_R2_4wk" "5_B2_R1_4wk" "5_B2_R2_4wk" "5_cor_B1_R1_4wk" "5_cor_B1_R2_4wk" "5_cor_B2_R1_4wk" "5_cor_B2_R2_4wk"
"MPEG1" 12 8 6 17 7 20 8 10
"OR5AN1" 2 0 0 2 3 0 3 4
"OR5A2" 2 0 2 0 0 0 0 2
"OR5A1" 2 1 0 2 0 5 2 0
"OR4D6" 0 0 0 0 0 0 0 0
"OR4D10" 0 0 0 0 0 0 0 0
"OR4D11" 0 0 0 0 0 0 0 0
"OR4D9" 0 0 3 7 0 3 4 2
"OSBP" 4382 7513 6343 5302 4350 4425 4379 4727
"PATL1" 2452 2704 2812 2506 2394 2198 2458 2236
"OR10V1" 0 0 0 0 0 0 0 0
"STX3" 283 208 199 290 335 357 605 464
"MRPL16" 641 924 959 669 559 571 711 647
"GIF" 0 0 0 2 0 1 0 2
"TCN1" 0 2 0 2 0 0 0 2
"OOSP2" 0 0 0 0 0 0 0 0
"MS4A3" 0 0 0 0 0 2 0 0
"MS4A2" 4 0 1 4 0 0 0 0
"MS4A6A" 2 0 0 0 2 0 0 2
"MS4A4E" 0 0 0 0 0 1 0 0
"MS4A4A" 0 0 0 0 0 0 0 0
"MS4A6E" 0 0 0 0 0 0 0 0
"MS4A7" 0 2 0 6 0 2 4 2
"MS4A14" 0 0 0 0 0 0 2 0
"MS4A5" 0 0 0 0 0 0 0 0
"MS4A1" 0 0 0 0 0 0 0 0
"MS4A12" 0 0 0 0 0 0 0 0
"MS4A13" 0 0 0 0 0 1 2 0
"MS4A8" 0 0 0 1 28 2 10 0
"MS4A15" 0 0 0 0 0 0 0 1
"MS4A10" 0 0 0 0 0 0 0 0
"CCDC86" 267 461 560 192 184 232 328 213
"PTGDR2" 4 8 2 18 16 11 23 33
"ZP1" 4 3 4 16 4 4 5 10
"PRPF19" 4205 5181 5068 3861 2995 3314 4061 3498
"TMEM109" 449 1159 1322 384 439 544 657 495
"TMEM132A" 8372 6476 5502 9249 7528 9609 8970 8633
"SLC15A3" 15 155 112 15 18 40 7 10
"CD6" 2 10 16 4 9 10 3 6
"CD5" 3 4 9 9 2 0 5 3
"VPS37C" 930 1238 1152 774 736 856 884 793
"PGA3" 1 0 2 2 0 0 7 1
"PGA4" 0 0 0 1 0 0 9 3
"PGA5" 13 2 4 15 12 1 8 3
"VWCE" 474 181 142 429 270 283 312 288
"DDB1" 15522 20580 19843 15117 12221 12689 14701 13221
"TKFC" 805 933 1199 611 807 663 806 580
"CYB561A3" 479 379 326 530 530 466 425 451
"TMEM138" 961 1026 884 881 1121 877 901 821
"TMEM216" 507 286 233 618 577 541 542 594
"CPSF7" 7312 7115 5803 6828 7952 7369 6985 6709
"SDHAF2" 208 289 274 210 148 248 220 213
"PPP1R32" 317 190 198 253 522 290 380 320
"LRRC10B" 172 109 165 52 95 118 128 80
"SYT7" 2846 1040 655 2484 1915 2156 4539 4355
"DAGLA" 1583 868 751 1497 1332 1465 1568 1352
"MYRF" 219 294 172 231 156 142 152 188
"TMEM258" 1118 1902 2106 1076 893 1005 999 1029
"FEN1" 1337 2594 2148 899 887 1138 1239 852
"FADS2" 20809 18630 21198 16019 14761 15894 13640 10985
"FADS1" 11034 9951 10935 7458 7575 6933 7227 5836
"FADS3" 808 936 893 517 1035 729 927 535
"RAB3IL1" 161 113 117 126 163 152 223 190
"BEST1" 301 195 268 343 524 328 230 251
"FTH1" 4102 6778 9046 3528 3770 3891 4317 3428
"INCENP" 1655 2263 2114 802 1121 859 1215 852
"SCGB1D1" 0 0 0 0 0 0 0 0
"SCGB2A1" 0 2 0 4 0 3 3 0
"SCGB1D2" 0 0 2 0 0 0 0 0
"SCGB2A2" 1 0 0 4 2 0 1 0
"SCGB1D4" 0 0 0 0 0 0 0 0
"ASRGL1" 830 250 210 959 718 814 931 803
"SCGB1A1" 3 1 0 0 9 0 8 5
"AHNAK" 13901 32069 29194 15248 14089 17728 10342 9335
"EEF1G" 0 0 0 0 0 0 0 0
"TUT1" 466 525 486 442 507 425 514 443
"MTA2" 5578 7397 6243 5293 5267 4747 4656 4474
"EML3" 397 1059 1179 342 465 386 259 190
"ROM1" 76 117 152 85 95 80 35 35
"B3GAT3" 1705 2510 2535 1571 1810 1683 1671 1304
"GANAB" 15280 28267 28578 14004 12080 12853 13181 11456
"INTS5" 932 1188 1250 830 773 810 887 867
"C11orf98" 3 1 1 2 3 0 0 0
"LBHD1" 168 132 133 174 225 220 121 95
"METTL12" 193 141 127 200 190 171 227 209
"UQCC3" 290 400 456 324 254 248 291 225
"UBXN1" 2845 3289 3371 2780 2569 2517 2884 2702
"LRRN4CL" 26 75 61 41 88 40 57 56
"BSCL2" 60 55 53 67 90 62 57 43
"GNG3" 2230 1287 970 2077 2069 2072 2597 2422
"HNRNPUL2" 3618 3733 3286 3456 3291 3317 3519 3610
"TTC9C" 696 819 868 634 698 547 705 534
"ZBTB3" 373 321 372 312 334 291 395 365
"POLR2G" 2337 3562 4082 2121 1801 2006 2385 1868
"TAF6L" 749 666 700 711 862 803 851 770
"TMEM223" 287 476 505 259 265 259 284 209
"TMEM179B" 312 680 738 296 255 294 334 265
"NXF1" 6054 5300 3908 7449 8593 7206 6295 5881
"STX5" 1627 2526 2385 1942 1628 1361 1599 1548
"WDR74" 677 929 748 584 653 722 658 568
"SLC3A2" 6804 15820 15534 5706 8117 7439 7324 4918
"CHRM1" 0 4 3 18 0 9 27 22
"SLC22A6" 0 0 0 0 0 0 1 2
"SLC22A8" 0 0 0 0 0 0 0 0
"SLC22A24" 0 0 0 0 0 0 0 0
"SLC22A10" 0 0 0 1 2 1 0 0
"SLC22A25" 0 0 0 0 0 0 0 0
"SLC22A9" 0 0 0 0 0 0 0 0
"HRASLS5" 2 5 8 4 2 5 0 0
"LGALS12" 0 0 0 0 4 0 0 0
"RARRES3" 4 55 40 12 18 35 22 20
"HRASLS2" 0 1 1 2 7 2 2 2
"PLA2G16" 220 735 889 237 267 273 333 255
"ATL3" 783 2056 2232 772 1115 1084 1031 921
"RTN3" 36103 30803 28417 42560 28212 31942 36423 36818
"C11orf95" 8365 7495 6099 8668 8239 7556 6969 6594
"C11orf84" 1958 2262 2138 1730 1380 1441 1595 1333
"MARK2" 2882 2732 2559 2882 2723 2598 2796 2779
"RCOR2" 5047 5344 5013 4715 4061 3468 3541 3187
"NAA40" 3832 3304 2882 4241 4366 3833 3760 3549
"COX8A" 1228 2365 2360 1043 856 1035 1123 803
"OTUB1" 3214 3647 3483 2795 2673 2613 2861 2445
"MACROD1" 443 302 378 371 414 411 671 432
"FLRT1" 639 347 206 724 623 493 512 669
"STIP1" 9876 9739 10477 8134 6909 6498 8390 6410
"FERMT3" 69 38 33 58 86 70 88 39
"TRPT1" 633 827 788 503 677 599 657 537
"NUDT22" 214 299 419 235 267 290 279 165
"DNAJC4" 707 1055 1202 671 781 559 634 581
"VEGFB" 1127 1620 1770 1299 1001 1193 1693 1160
"FKBP2" 1321 1642 1858 1115 1144 1178 1427 1074
"PPP1R14B" 3204 5245 5280 3450 3008 3167 3626 2665
"PLCB3" 1819 3081 3428 1135 1453 1272 1370 859
"BAD" 1027 1325 1361 902 864 982 962 815
"GPR137" 1506 1073 1326 1464 1503 1394 1435 1201
"KCNK4" 1 0 0 8 0 1 9 7
"ESRRA" 997 864 774 1114 998 989 983 904
"TRMT112" 1835 3187 3436 1458 1331 1476 1578 1248
"PRDX5" 5217 7523 9155 4487 4106 4240 4816 3406
"CCDC88B" 210 80 94 269 645 375 370 303
"RPS6KA4" 1105 1349 1381 804 831 916 953 855
"SLC22A11" 0 0 3 0 4 0 0 0
"SLC22A12" 1 1 0 2 4 0 3 2
"NRXN2" 11509 3347 2400 13483 8399 9679 13025 13592
"RASGRP2" 168 122 139 321 158 139 187 202
"PYGM" 44 49 46 56 36 16 115 39
"SF1" 12591 13392 10767 12942 12116 12081 12367 12427
"MAP4K2" 931 658 642 1057 980 807 964 817
"MEN1" 2353 2532 2545 2275 2216 1829 2378 1978
"CDC42BPG" 41 34 48 20 28 32 21 28
"EHD1" 3074 4970 4529 2740 2235 2350 2300 2057
"ATG2A" 1403 1391 1360 1648 1652 1363 1539 1472
"PPP2R5B" 2912 1779 1517 3001 3228 2888 3010 3013
"GPHA2" 0 1 2 0 2 2 0 1
"MAJIN" 3 2 3 9 2 2 5 1
"BATF2" 0 0 2 0 0 0 0 2
"ARL2" 467 476 558 318 292 345 392 318
"SNX15" 0 0 0 0 0 0 0 0
"SAC3D1" 736 804 865 595 583 491 612 407
"NAALADL1" 25 18 6 23 27 27 21 13
"CDCA5" 991 2033 2081 246 518 437 696 205
"ZFPL1" 875 1430 1515 848 918 931 838 883
"TMEM262" 6 2 2 0 5 14 2 6
"VPS51" 2038 2551 2867 2285 2098 2055 2592 2423
"TM7SF2" 2846 2580 2923 2326 2189 2413 2515 1986
"ZNHIT2" 262 212 229 225 170 210 166 159
"FAU" 4558 8486 9891 4086 3678 4055 4689 3684
"SYVN1" 2260 3226 2799 2368 2568 2118 2309 2050
"MRPL49" 1746 2476 2545 1766 1321 1477 1656 1365
"SPDYC" 0 1 5 2 13 6 6 2
"CAPN1" 3871 4902 4640 3820 3412 3218 4118 3261
"POLA2" 692 1084 1199 291 451 372 623 305
"CDC42EP2" 163 211 225 67 149 110 148 94
"DPF2" 4157 3235 3192 4147 4185 3603 3697 3610
"TIGD3" 225 141 123 234 249 251 211 194
"SLC25A45" 43 58 41 30 35 45 74 55
"FRMD8" 751 1166 945 724 695 803 731 628
"SCYL1" 2761 3659 3481 2955 2693 2678 2756 2400
"LTBP3" 5556 5366 5265 7292 6247 6530 6449 5036
"SSSCA1" 470 681 642 466 449 385 470 393
"FAM89B" 1810 1834 1598 2138 1610 1666 1592 1516
"EHBP1L1" 783 500 439 1025 1462 853 1303 769
"KCNK7" 25 21 11 27 43 27 34 30
"MAP3K11" 1097 1991 1850 1213 1123 995 1183 1061
"PCNX3" 3647 4989 4482 4111 3708 3591 3476 3052
"SIPA1" 358 371 406 337 378 352 286 283
"RELA" 2250 3085 2902 2373 2138 2065 2315 2132
"KAT5" 1289 1189 1196 1399 1347 1299 1169 1244
"RNASEH2C" 910 955 1129 929 1084 801 1085 840
"AP5B1" 455 533 496 483 445 362 733 653
"OVOL1" 0 1 0 0 0 0 0 0
"CFL1" 28362 38445 39688 26946 20215 25365 26167 21571
"SNX32" 418 137 129 453 795 510 633 583
"MUS81" 2871 3062 3289 2528 3697 3027 2839 2112
"EFEMP2" 540 300 371 806 439 538 1379 1068
"CTSW" 19 17 17 11 12 16 11 6
"FIBP" 2164 2260 2733 2073 1810 2052 2142 1876
"CCDC85B" 700 894 1003 608 469 636 708 662
"FOSL1" 31 85 42 14 7 20 18 20
"C11orf68" 1296 1341 1364 1408 1121 1208 1240 1356
"DRAP1" 2593 3041 3259 2328 2076 2347 2852 1907
"TSGA10IP" 10 4 2 10 6 4 8 8
"SART1" 3212 3720 3435 3074 3018 2868 3361 2976
"EIF1AD" 1118 1226 1043 1240 1142 1037 1077 1011
"BANF1" 3762 4890 5452 3271 2986 2935 3771 2777
"CST6" 2 6 2 0 0 4 0 0
"CATSPER1" 0 0 0 2 0 0 0 4
"GAL3ST3" 495 451 340 707 370 419 435 407
"SF3B2" 10822 14988 14122 9866 8576 9652 10406 9433
"PACS1" 6233 5384 5115 6686 5197 5489 5532 5404
"KLC2" 4158 2337 1964 3637 3674 3349 3713 2907
"RAB1B" 1576 1945 2115 1612 1148 1391 1526 1582
"CNIH2" 3312 2825 2239 3786 2831 3203 3486 3206
"YIF1A" 1228 2638 2906 1428 1511 1383 1409 1270
"TMEM151A" 577 286 230 735 556 530 806 702
"CD248" 132 413 503 80 98 92 148 225
"RIN1" 201 451 423 173 234 190 227 144
"BRMS1" 998 1302 1394 844 862 870 879 686
"B4GAT1" 3784 3410 3861 4306 2888 3747 5081 4312
"SLC29A2" 634 370 300 577 723 591 583 528
"NPAS4" 89 66 54 38 77 112 54 38
"MRPL11" 753 1254 1275 597 516 550 650 591
"PELI3" 533 428 375 779 575 587 552 593
"DPP3" 2016 1925 2031 1593 1548 1640 1732 1384
"BBS1" 13 3 4 13 10 3 8 8
"ZDHHC24" 1081 1040 1115 908 875 928 963 987
"ACTN3" 3 4 9 6 2 9 30 7
"CTSF" 588 0 0 564 0 0 0 0
"CCDC87" 16 32 36 23 17 18 7 16
"CCS" 1237 1540 1495 1286 1156 779 814 629
"RBM14" 3259 2602 2387 2760 3143 2461 3099 2625
"RBM14-RBM4" 0 0 0 0 0 0 0 0
"RBM4" 3295 2953 2711 3193 2602 2600 2876 2700
"RBM4B" 3554 2459 2282 4390 3813 3590 3367 3485
"SPTBN2" 11314 7167 4905 12124 9358 9642 8948 8120
"C11orf80" 1165 955 862 946 1375 1058 1156 824
"RCE1" 1372 801 652 932 1378 1075 1079 1023
"PC" 1163 850 1010 879 1046 921 1164 962
"LRFN4" 3189 2537 2325 3242 2647 3253 2954 2530
"C11orf86" 0 0 2 0 2 2 0 2
"SYT12" 489 158 145 437 524 575 278 288
"RHOD" 20 10 10 17 2 2 6 4
"KDM2A" 5192 5864 4838 5500 5060 4652 5056 5035
"GRK2" 4248 3282 3169 4403 4118 3845 4246 3599
"ANKRD13D" 2552 1714 1413 2594 2700 2408 2434 1915
"SSH3" 103 41 44 135 163 111 106 61
"RAD9A" 760 520 489 805 1304 943 859 756
"POLD4" 85 134 102 80 70 85 75 58
"CLCF1" 183 127 72 200 157 168 145 109
"PPP1CA" 2907 4199 4107 2344 1838 2084 2483 2021
"TBC1D10C" 86 38 18 176 172 158 152 106
"CARNS1" 73 34 47 106 117 84 182 124
"RPS6KB2" 703 807 766 706 907 707 699 541
"PTPRCAP" 87 50 80 112 191 100 153 76
"CORO1B" 1634 2288 2426 1492 1270 1399 1532 1211
"GPR152" 0 0 0 0 0 1 0 0
"CABP4" 0 2 0 0 6 4 12 15
"TMEM134" 449 598 782 506 582 554 571 535
"AIP" 1463 1575 1833 1459 1244 1263 1661 1371
"PITPNM1" 3265 3319 3326 2460 2424 2217 2484 1707
"CDK2AP2" 758 1357 1447 728 689 774 810 634
"CABP2" 0 0 0 0 1 0 0 0
"GSTP1" 4882 9516 11067 3632 3241 3637 5171 3717
"NDUFV1" 3870 3955 4632 3689 4171 4023 4627 3655
"NUDT8" 70 121 152 55 71 59 78 55
"TBX10" 13 6 8 8 44 19 27 24
"ACY3" 0 0 0 0 0 0 1 0
"ALDH3B2" 2 0 0 0 0 0 0 0
"UNC93B1" 185 323 431 254 135 145 157 99
"ALDH3B1" 204 321 511 242 205 209 221 186
"NDUFS8" 1422 1909 2050 1270 1165 1182 1369 1116
"TCIRG1" 64 56 31 97 184 153 81 100
"CHKA" 2177 2079 2121 2163 2467 2373 2269 2158
"KMT5B" 8641 6976 5551 10881 9270 8927 8078 8633
"C11orf24" 859 1740 1534 806 739 742 735 630
"LRP5" 2061 1916 1600 2488 1593 1634 2857 2883
"PPP6R3" 5680 7028 5672 5980 6029 5062 5165 5155
"GAL" 49 13 11 8 36 25 200 33
"TESMIN" 20 56 78 12 16 6 11 7
"CPT1A" 455 2799 3161 301 468 358 861 723
"MRPL21" 892 1118 1074 751 643 687 783 802
"IGHMBP2" 1124 833 887 965 1037 943 1025 833
"MRGPRD" 0 0 0 4 6 0 0 0
"MRGPRF" 0 15 6 0 0 0 3 0
"TPCN2" 612 539 377 469 784 482 551 382
"MYEOV" 7 2 2 5 7 4 0 4
"CCND1" 8802 12105 12816 5259 3835 2516 2241 2292
"ORAOV1" 1027 984 778 1173 1360 1292 1070 1165
"FGF19" 114 166 82 15 50 18 12 4
"FGF4" 0 2 0 0 0 0 0 0
"FGF3" 14 6 2 6 4 2 5 7
"ANO1" 25 38 17 6 27 59 130 94
"FADD" 245 339 371 252 177 200 228 237
"PPFIA1" 3608 4284 3498 4055 4777 4741 3803 3913
"CTTN" 8053 9381 8125 7799 8813 8161 8035 7191
"SHANK2" 4486 954 760 3826 3778 3148 3641 3801
"DHCR7" 4580 3624 3482 2434 2909 3260 3396 2264
"NADSYN1" 2155 2375 2217 1677 2297 1880 2153 1584
"KRTAP5-7" 7 2 2 21 12 14 6 14
"KRTAP5-8" 10 0 2 5 4 6 7 6
"KRTAP5-9" 8 4 4 6 26 18 10 16
"KRTAP5-10" 7 0 4 12 12 11 27 18
"KRTAP5-11" 0 0 0 0 0 0 0 0
"FAM86C1" 167 234 228 115 123 135 153 108
"ZNF705E" 30 27 36 40 29 26 31 22
"DEFB108B" 0 0 0 1 1 0 1 0
"RNF121" 1458 1878 1546 1445 1224 1216 1339 1316
"IL18BP" 866 751 502 988 1193 874 883 820
"NUMA1" 10456 9873 7948 11258 11450 10348 10541 10808
"LRTOMT" 568 597 669 900 817 710 798 707
"LAMTOR1" 2142 3187 3207 2201 1623 1934 2274 1828
"ANAPC15" 306 395 334 335 306 340 282 270
"FOLR3" 2 2 0 4 2 0 2 3
"FOLR1" 0 4 8 2 2 0 12 0
"FOLR2" 0 0 0 1 0 0 0 0
"INPPL1" 5133 6417 5956 4902 6299 5775 7604 6420
"PHOX2A" 5 6 0 4 0 1 0 0
"CLPB" 1043 930 1056 1006 845 726 961 963
"PDE2A" 206 130 76 581 368 234 542 340
"ARAP1" 1282 1978 1853 1651 1450 953 1841 1883
"STARD10" 367 190 209 336 271 290 342 293
"ATG16L2" 414 368 359 335 726 417 452 294
"FCHSD2" 2447 1552 1464 2791 2186 2084 2532 2713
"P2RY2" 0 0 0 0 0 2 0 0
"P2RY6" 2 6 4 0 4 6 2 3
"ARHGEF17" 2565 3304 3000 1889 2202 2213 2032 1582
"RELT" 319 279 224 302 276 337 335 290
"FAM168A" 14675 11578 9296 18710 12916 13096 14418 14032
"PLEKHB1" 62 204 337 23 66 65 106 107
"RAB6A" 8886 9488 9015 9642 7861 8431 9567 9033
"MRPL48" 672 860 865 626 584 697 303 293
"COA4" 831 1415 1403 716 611 632 869 771
"PAAF1" 1570 1147 1151 1540 1853 1514 1746 1636
"DNAJB13" 26 18 21 21 104 73 58 34
"UCP2" 898 1736 1901 379 348 320 482 280
"UCP3" 344 181 145 320 459 344 352 372
"C2CD3" 2856 2312 2138 2854 3347 2426 3012 2762
"PPME1" 3973 3966 3798 3750 3447 3286 3489 3460
"P4HA3" 15 72 73 39 26 22 43 33
"PGM2L1" 12391 7577 6599 10643 8724 9626 8617 8328
"KCNE3" 0 0 0 2 1 1 1 0
"LIPT2" 18 27 23 32 15 31 13 39
"POLD3" 1117 1538 1514 824 1123 922 1242 769
"CHRDL2" 8 5 0 15 16 14 21 13
"RNF169" 1708 1901 1750 1733 1655 1422 1748 1831
"XRRA1" 451 513 501 470 490 404 496 467
"SPCS2" 3433 4052 3943 3917 2603 2876 3505 3318
"NEU3" 2006 1630 1439 2201 1983 1806 1865 1887
"OR2AT4" 1 5 2 13 18 4 8 9
"SLCO2B1" 8 4 5 4 9 15 26 41
"TPBGL" 43 12 17 59 35 83 47 55
"ARRB1" 1056 886 514 1316 768 850 840 1051
"RPS3" 19569 35554 43561 15169 12841 13544 17517 14103
"KLHL35" 1745 1751 1650 3271 2040 2024 1509 1192
"GDPD5" 1487 457 342 1857 1427 1758 1783 1555
"SERPINH1" 6372 22137 24669 4611 4039 5024 4765 3816
"MAP6" 21451 15324 11999 22653 21359 20290 17316 15257
"MOGAT2" 0 0 0 4 0 0 0 4
"DGAT2" 140 21 18 89 48 76 97 92
"UVRAG" 1697 1045 1153 1737 2354 2053 2616 2155
"WNT11" 68 53 51 117 167 121 250 181
"THAP12" 3344 5027 4271 3608 2602 2931 3173 3092
"EMSY" 2909 2476 2106 3561 3135 2438 2974 2884
"LRRC32" 26 18 0 0 24 12 29 22
"TSKU" 1154 2020 1988 1130 622 874 958 984
"ACER3" 3655 3907 3168 3485 2227 2671 2385 2031
"B3GNT6" 8 0 0 9 4 2 4 2
"CAPN5" 3377 3778 3316 2927 1923 2471 2978 2593
"OMP" 6 0 2 4 2 1 0 0
"MYO7A" 154 70 38 119 109 93 81 94
"GDPD4" 2 2 4 5 6 7 3 6
"PAK1" 5559 6713 5824 5523 6089 5118 3504 3791
"CLNS1A" 3306 4292 4433 3259 2456 2450 3282 2912
"AQP11" 357 325 313 343 306 355 363 331
"RSF1" 10616 12302 10519 13276 10516 9570 11432 12054
"AAMDC" 172 371 392 221 185 150 166 141
"INTS4" 1590 2033 1742 1483 1532 1442 1617 1536
"KCTD14" 7 10 13 10 12 6 12 6
"NDUFC2-KCTD14" 0 0 0 0 0 0 0 0
"THRSP" 6 4 3 6 9 0 10 0
"NDUFC2" 754 964 932 878 603 781 839 835
"ALG8" 1028 1359 1557 794 712 762 952 780
"KCTD21" 404 526 558 432 391 385 447 445
"USP35" 1487 1424 1211 1259 1393 1136 1452 1108
"GAB2" 3739 4204 3323 4782 3937 3848 4727 4521
"NARS2" 897 849 879 676 778 741 902 787
"TENM4" 5726 1461 756 3921 4187 5459 6867 5435
"FAM181B" 224 64 149 277 221 437 1616 1361
"PRCP" 1466 3097 3238 1629 1016 1395 1882 1436
"DDIAS" 231 429 493 83 123 109 163 98
"RAB30" 4722 2453 2041 7090 4201 4400 4151 4543
"PCF11" 3805 4257 3568 4620 4227 4062 3787 3689
"ANKRD42" 665 658 798 804 766 679 970 751
"CCDC90B" 3586 3459 3556 3841 3116 3179 3934 3326
"DLG2" 1406 1128 977 2396 2435 2092 2107 2508
"TMEM126B" 1100 1478 1539 962 996 1118 1292 1100
"TMEM126A" 662 751 794 473 465 508 556 462
"CREBZF" 6347 6261 4551 7660 8594 7946 6961 7007
"CCDC89" 4 23 20 0 8 8 6 6
"SYTL2" 1111 5554 4654 938 771 1833 746 757
"CCDC83" 3 2 1 3 8 0 4 1
"PICALM" 7918 8800 8550 8030 6835 6738 7488 7247
"EED" 1163 958 995 1145 1037 1085 1044 931
"HIKESHI" 1431 1408 1667 1318 1442 1205 1321 1247
"CCDC81" 70 66 69 109 151 147 108 116
"ME3" 19 29 19 8 134 121 265 254
"PRSS23" 4747 15800 17014 3851 1956 3514 1773 1475
"FZD4" 345 610 542 415 367 475 452 291
"TMEM135" 585 939 853 679 622 612 765 714
"RAB38" 35 113 76 6 8 11 35 13
"CTSC" 1033 7289 5753 263 162 326 762 374
"GRM5" 330 89 67 275 98 307 83 48
"TYR" 3 6 3 5 2 1 0 0
"NOX4" 125 295 202 35 58 51 20 4
"TRIM77" 0 0 0 0 4 0 0 0
"TRIM49" 2 3 1 0 0 0 0 0
"TRIM64B" 0 0 6 0 0 0 2 0
"TRIM49D1" 0 0 0 0 0 0 0 0
"TRIM49D2" 0 0 0 2 0 0 0 0
"TRIM64" 0 0 0 0 2 0 0 0
"TRIM49C" 4 1 0 3 0 0 0 2
"UBTFL1" 0 0 0 0 0 0 0 0
"NAALAD2" 873 763 642 443 1503 1092 433 343
"CHORDC1" 2525 1936 1884 2459 2966 2270 2717 2207
"FAT3" 14257 11124 9084 18639 14449 13857 9173 11635
"MTNR1B" 6 17 20 0 9 4 5 2
"SLC36A4" 2028 2257 2220 1757 2446 2158 2059 1985
"DEUP1" 0 58 46 0 2 14 2 5
"SMCO4" 67 599 745 17 71 86 53 14
"CEP295" 1736 2141 1973 1637 1742 1587 1717 1519
"TAF1D" 1442 2324 2192 1396 1635 1405 1520 1345
"C11orf54" 1028 985 873 1077 1115 910 1023 1047
"MED17" 378 458 456 501 378 356 353 302
"VSTM5" 23 20 26 20 17 33 23 30
"HEPHL1" 9 15 7 29 13 41 26 22
"PANX1" 3005 3270 2630 3151 2653 2299 2962 2696
"IZUMO1R" 0 0 0 2 0 0 0 0
"GPR83" 497 20 32 108 23 33 42 34
"MRE11" 998 1322 1247 874 1146 937 1222 996
"ANKRD49" 669 867 769 713 783 731 636 615
"C11orf97" 0 0 0 3 0 0 2 5
"FUT4" 240 293 234 317 121 156 167 156
"PIWIL4" 61 32 46 146 67 49 49 67
"AMOTL1" 3842 5894 4724 4226 4054 3468 4965 4446
"CWC15" 1992 2614 2603 1976 1738 1767 2084 1733
"KDM4D" 141 189 176 142 116 120 117 138
"KDM4E" 4 2 0 2 0 0 4 0
"KDM4F" 0 0 0 0 0 0 0 0
"SRSF8" 2914 2710 2318 3153 2384 2668 3146 3150
"ENDOD1" 1017 1547 1854 1085 602 804 1330 1020
"SESN3" 11439 23357 23253 20758 13039 14451 14578 15076
"FAM76B" 2390 2687 2225 2685 3131 2940 2523 2296
"CEP57" 5143 5323 4694 5982 5643 5282 5312 5592
"MTMR2" 3578 4716 4796 3364 3071 2929 3441 3340
"MAML2" 2375 5211 5006 3243 3343 2784 4556 5541
"CCDC82" 4483 5082 3652 5343 5039 4835 4958 4829
"JRKL" 823 1586 1419 837 971 806 1020 977
"CNTN5" 59 55 16 33 254 260 237 152
"ARHGAP42" 445 1372 1224 730 288 371 608 518
"TMEM133" 145 368 406 249 112 180 188 158
"PGR" 0 4 0 8 2 2 4 0
"TRPC6" 6 4 0 2 20 18 22 28
"ANGPTL5" 12 0 2 3 8 2 3 5
"CEP126" 1022 424 522 863 2327 1383 1613 1347
"C11orf70" 38 125 207 15 54 50 55 41
"YAP1" 3009 5069 5263 2352 1892 2183 2704 2347
"BIRC3" 24 22 16 15 6 22 13 3
"BIRC2" 3844 4750 5148 3980 3846 3350 4238 3977
"TMEM123" 4708 8671 9364 5929 4079 3902 8902 7625
"MMP7" 0 6 2 0 0 6 6 0
"MMP20" 0 0 0 0 2 0 0 0
"MMP27" 0 0 0 0 2 3 3 0
"MMP8" 0 28 4 0 1 0 0 2
"MMP10" 76 362 234 32 55 30 41 17
"MMP1" 24 60 79 2 18 26 26 6
"MMP3" 0 1 3 0 2 1 4 0
"MMP12" 2 2 4 0 0 2 0 6
"MMP13" 4 20 6 3 4 6 5 6
"DCUN1D5" 1295 2158 2230 1179 1069 1015 1196 955
"DYNC2H1" 2314 3193 3058 2093 3049 2681 3271 2957
"PDGFD" 670 719 504 2307 552 740 1072 1160
"DDI1" 8 6 0 6 0 6 6 2
"CASP12" 2 0 0 0 1 2 0 1
"CASP4" 15 8 4 16 8 10 14 14
"CASP5" 10 12 21 9 2 0 2 4
"CASP1" 136 188 151 204 59 140 183 95
"CARD16" 6 24 26 24 8 2 28 12
"CARD17" 0 0 0 0 0 0 0 0
"CARD18" 0 0 2 0 0 0 2 0
"GRIA4" 6371 3017 2137 13191 4614 5953 10923 11942
"MSANTD4" 3495 3361 2665 4302 3210 2999 3267 3169
"KBTBD3" 267 298 342 276 271 220 298 257
"AASDHPPT" 6071 4962 4795 6171 4494 5157 4826 5268
"GUCY1A2" 5402 6904 6414 7260 4124 3967 4838 6548
"CWF19L2" 1003 929 1022 1090 880 861 1340 1073
"ALKBH8" 753 710 652 727 677 692 781 758
"ELMOD1" 1887 1073 757 3858 699 755 3174 2315
"SLN" 16 8 6 20 2 0 458 68
"SLC35F2" 75 48 20 163 25 51 218 230
"RAB39A" 170 250 267 121 195 120 249 195
"CUL5" 3549 4369 4146 3945 3276 3430 3367 3486
"ACAT1" 1693 1913 2097 1560 1372 1572 1792 1375
"NPAT" 1383 1827 1479 1783 1433 1332 1678 1679
"ATM" 6690 7769 7349 6597 7781 5465 7430 6849
"C11orf65" 40 75 72 50 67 24 46 34
"KDELC2" 678 1916 2005 646 589 713 686 574
"EXPH5" 19 24 9 24 20 30 106 102
"DDX10" 951 1168 1356 725 744 792 912 756
"C11orf87" 320 384 190 493 341 441 967 996
"ZC3H12C" 3373 4354 3557 3844 3989 3329 4459 3918
"RDX" 7540 12231 13554 8236 5738 6208 7853 6560
"FDX1" 549 698 717 699 462 556 614 671
"ARHGAP20" 307 18 9 156 221 196 103 81
