"Geneid" "5_B1_R1_9wk" "5_B1_R2_9wk" "5_B2_R1_9wk" "5_B2_R2_9wk" "5_cor_B1_R1_9wk" "5_cor_B1_R2_9wk" "5_cor_B2_R1_9wk" "5_cor_B2_R2_9wk"
"OR2AJ1" 0 0 0 0 0 0 0 0
"OR2AK2" 0 0 0 0 0 0 0 0
"OR2L5" 0 0 2 4 0 0 0 0
"OR2L2" 2 1 17 8 3 0 1 4
"OR2L3" 5 0 4 9 0 0 0 0
"OR2L13" 8 2 18 19 0 0 0 0
"OR2M5" 0 0 0 0 0 0 0 0
"OR2M2" 0 0 0 0 0 0 0 0
"OR2M3" 0 2 0 8 0 0 0 0
"OR2M4" 4 0 0 6 0 0 0 0
"OR2T33" 0 0 0 0 0 0 0 0
"OR2T12" 0 0 1 3 0 0 0 0
"OR2M7" 0 0 0 0 0 0 0 0
"OR14C36" 0 0 0 0 0 0 0 0
"OR2T4" 0 0 0 0 0 0 0 0
"OR2T6" 0 0 0 0 0 0 0 0
"OR2T1" 0 0 0 0 0 0 0 0
"OR2T7" 0 0 0 0 0 0 0 0
"OR2T2" 0 0 0 0 0 0 1 2
"OR2T3" 0 0 0 0 0 0 0 0
"OR2T5" 0 0 0 0 0 0 0 0
"OR2G6" 0 0 0 1 0 0 0 0
"OR2T29" 0 0 0 0 0 0 0 0
"OR2T34" 0 0 0 0 0 0 0 0
"OR2T10" 0 0 0 0 0 0 0 0
"OR2T35" 0 0 0 0 0 0 0 0
"OR2T27" 0 0 0 0 0 0 0 0
"OR14I1" 0 0 1 0 0 0 0 0
"LYPD8" 0 0 0 0 4 2 0 4
"SH3BP5L" 1034 544 1646 1771 1270 920 788 1082
"ZNF672" 700 375 1271 1147 937 533 552 760
"ZNF692" 1522 1008 2203 2499 2149 2077 1841 1848
"PGBD2" 230 170 321 495 349 216 185 278
"FAM110C" 20 12 52 36 228 100 103 162
"SH3YL1" 1127 887 1819 2000 1500 1322 1313 1552
"ACP1" 1738 1074 3074 3387 2145 1264 1276 1681
"ALKAL2" 28 23 92 95 33 72 31 42
"TMEM18" 554 305 675 917 633 389 308 490
"SNTG2" 12 0 9 12 5 0 11 12
"TPO" 1 4 6 5 0 10 0 2
"PXDN" 1834 1685 1703 2373 4648 3491 3048 4232
"MYT1L" 3429 1203 3015 3686 640 663 844 638
"TRAPPC12" 1083 800 1821 2164 1404 1028 979 1243
"ADI1" 698 539 1179 1199 915 789 842 973
"RNASEH1" 301 154 512 566 421 270 294 291
"RPS7" 3406 1908 5746 7054 5721 3360 3441 4097
"COLEC11" 2 9 14 18 8 14 17 3
"ALLC" 0 2 1 2 2 4 6 0
"DCDC2C" 2 0 0 2 3 1 0 0
"SOX11" 27991 4301 26817 34624 21418 9336 7731 15079
"CMPK2" 197 29 127 176 41 51 38 39
"RSAD2" 10 5 5 6 24 20 12 23
"RNF144A" 2742 835 2737 3194 3363 1602 1050 2414
"ID2" 1170 940 998 1082 2872 1147 1170 2375
"KIDINS220" 20664 9096 24274 29454 13288 8879 8140 12394
"MBOAT2" 4612 2064 5528 6500 5296 3112 2885 4532
"ASAP2" 1446 530 1834 2184 1289 748 726 989
"ITGB1BP1" 1144 740 1784 2089 1351 1072 1007 1199
"CPSF3" 997 592 1625 1711 1798 952 899 1481
"IAH1" 180 152 257 191 391 250 224 349
"ADAM17" 1220 1114 3227 2990 1917 1451 1393 1964
"YWHAQ" 14872 8266 21950 25461 14239 7887 8552 12127
"TAF1B" 357 283 658 729 654 444 483 547
"GRHL1" 352 330 774 673 602 510 682 550
"KLF11" 724 211 1131 1196 482 380 446 351
"CYS1" 30 118 165 144 47 88 69 119
"RRM2" 345 180 485 512 1214 614 401 675
"HPCAL1" 758 451 1093 1215 529 334 461 430
"ODC1" 10100 4251 14938 18288 14053 7029 6865 9333
"NOL10" 416 241 695 707 666 427 400 507
"ATP6V1C2" 36 28 65 70 91 93 60 62
"PDIA6" 1717 1340 3855 3811 3320 2575 2372 2736
"KCNF1" 171 120 147 162 139 82 113 115
"C2orf50" 51 62 66 125 69 86 74 125
"PQLC3" 75 158 343 274 267 318 331 284
"ROCK2" 2670 1376 3836 3664 3746 2407 2129 3116
"E2F6" 524 331 883 1045 667 443 315 541
"GREB1" 1087 573 2049 2190 1328 904 885 1032
"NTSR2" 2 27 5 6 7 5 0 16
"LPIN1" 2227 2094 3422 3296 3551 2206 2119 5057
"TRIB2" 6986 3499 8487 9409 7718 4928 4118 5922
"FAM84A" 640 183 310 683 105 90 225 92
"NBAS" 2142 1256 3882 3964 2406 1693 1908 2056
"DDX1" 3319 1957 4873 5763 3969 2500 2352 3415
"MYCNOS" 54 9 71 105 84 25 38 43
"MYCN" 931 141 1260 1426 1290 544 766 970
"FAM49A" 708 525 841 860 961 394 582 737
"RAD51AP2" 6 4 6 0 0 6 7 2
"VSNL1" 294 247 156 186 17 166 92 21
"SMC6" 1106 615 2020 1694 1892 1479 1295 1511
"GEN1" 655 344 984 1099 1495 1148 845 1100
"MSGN1" 0 0 0 0 0 0 0 0
"KCNS3" 1 8 2 2 6 4 8 4
"RDH14" 203 97 322 302 229 175 218 208
"NT5C1B-RDH14" 0 0 0 0 0 0 0 0
"NT5C1B" 0 0 0 0 0 0 0 0
"OSR1" 5 13 37 28 14 45 27 9
"TTC32" 159 96 269 263 193 141 190 213
"WDR35" 1079 986 2296 2737 2259 1802 1601 2323
"MATN3" 18 8 91 89 13 35 26 5
"LAPTM4A" 3557 4778 4960 4437 4435 4420 4626 4643
"SDC1" 292 121 634 574 225 461 442 152
"PUM2" 6193 2872 7804 8730 6622 4694 4191 5644
"RHOB" 2291 2218 3695 4557 4461 3178 2225 4000
"HS1BP3" 222 265 654 594 358 267 275 577
"GDF7" 10 6 26 36 31 23 18 28
"LDAH" 771 467 1519 1558 1021 660 498 988
"APOB" 0 6 6 0 0 0 0 0
"TDRD15" 0 0 2 0 0 0 0 0
"KLHL29" 489 227 349 391 348 554 498 450
"ATAD2B" 1515 587 2191 2266 1979 1223 1200 1621
"UBXN2A" 1137 612 1673 1410 1625 833 955 1256
"MFSD2B" 16 8 37 21 28 12 17 15
"WDCP" 522 192 932 915 845 505 441 617
"FKBP1B" 508 379 752 844 263 208 281 251
"SF3B6" 803 462 1331 1584 1057 620 608 776
"FAM228B" 93 71 98 113 181 120 75 137
"TP53I3" 311 207 699 847 381 381 338 278
"PFN4" 11 19 31 30 31 30 27 31
"FAM228A" 12 16 22 27 17 8 23 15
"ITSN2" 523 516 1246 1099 1091 780 849 878
"NCOA1" 3890 2692 6078 6868 5086 4102 3792 4434
"PTRHD1" 92 66 111 173 115 69 64 133
"CENPO" 568 336 1096 1062 1099 787 630 821
"ADCY3" 515 358 824 904 715 863 762 555
"DNAJC27" 427 232 770 898 537 429 430 471
"EFR3B" 3788 1979 4805 5851 2799 2032 1745 2600
"POMC" 0 6 4 2 0 5 2 0
"DNMT3A" 4565 1941 5744 7297 3573 3234 2583 3349
"DTNB" 639 311 876 936 410 338 389 348
"ASXL2" 1033 732 2054 2001 2036 1339 1127 2004
"KIF3C" 7839 2360 8610 10337 3431 2053 2159 3229
"RAB10" 5193 3495 7460 7712 5583 3528 3324 5236
"GAREM2" 831 1071 1693 1478 3400 1294 867 2541
"HADHA" 2696 2599 6307 5827 6131 3281 3059 5368
"HADHB" 1177 1612 3186 2762 2759 1707 1773 3218
"ADGRF3" 21 21 49 44 31 22 28 45
"SELENOI" 1838 1186 2668 2610 2289 1501 1295 2014
"DRC1" 233 403 722 688 903 974 780 1200
"OTOF" 14 17 18 19 39 29 30 22
"C2orf70" 0 0 0 3 0 2 0 4
"CIB4" 1 0 2 2 0 0 0 0
"KCNK3" 561 459 530 595 573 225 195 507
"SLC35F6" 878 836 1999 1740 1155 798 687 1259
"CENPA" 61 51 218 190 191 157 171 116
"DPYSL5" 18154 5990 21426 25607 5461 4593 4909 5048
"MAPRE3" 2623 1677 3339 4132 2001 1755 1581 1999
"TMEM214" 677 588 1778 1667 1176 1265 1141 1108
"AGBL5" 1142 642 1867 2157 1311 851 877 1185
"OST4" 433 482 1254 1436 731 563 567 656
"EMILIN1" 67 68 723 508 258 2071 1491 127
"KHK" 83 64 152 163 76 93 103 85
"CGREF1" 203 139 299 235 132 122 112 96
"ABHD1" 15 20 54 36 50 29 24 23
"PREB" 824 487 1461 1454 1124 785 830 915
"PRR30" 0 0 0 0 0 2 0 2
"TCF23" 6 0 4 2 0 4 3 1
"SLC5A6" 764 458 1037 1479 945 795 620 820
"ATRAID" 503 616 1483 1640 1021 752 869 996
"CAD" 1671 1419 4052 3741 3082 2823 2965 2527
"SLC30A3" 255 33 205 142 90 84 49 66
"DNAJC5G" 28 1 13 16 4 4 2 2
"TRIM54" 33 6 17 22 42 6 6 15
"UCN" 72 67 167 176 144 176 176 163
"MPV17" 750 699 1524 1418 1490 1110 1086 1466
"GTF3C2" 897 591 1626 1753 1593 1116 1001 1406
"EIF2B4" 810 483 1261 1544 1160 1065 926 1026
"SNX17" 1280 1233 2573 2689 1967 1410 1256 1784
"ZNF513" 704 576 1014 1026 981 790 751 862
"PPM1G" 2802 1810 4406 4564 3512 2389 2011 2921
"NRBP1" 2905 2156 5424 5486 3564 3151 3018 3294
"KRTCAP3" 107 47 157 115 137 165 122 162
"IFT172" 1690 1230 2856 2765 2328 2560 2227 2598
"FNDC4" 719 802 1493 1770 1091 990 921 1604
"GCKR" 29 38 62 74 54 104 114 93
"C2orf16" 267 177 828 674 235 224 271 218
"ZNF512" 493 340 2332 1862 1000 783 802 879
"CCDC121" 147 123 240 246 173 155 125 244
"GPN1" 562 334 1059 1190 853 685 577 952
"SUPT7L" 2196 1342 4043 4162 3420 3009 2628 3112
"SLC4A1AP" 833 467 1391 1418 934 659 596 811
"MRPL33" 364 301 730 850 525 325 328 609
"RBKS" 39 29 80 68 36 30 55 29
"FOSL2" 751 1047 3173 2516 1590 2966 2196 2771
"PLB1" 116 150 629 516 143 424 342 158
"PPP1CB" 7314 8520 19703 16715 9032 7735 8422 8210
"SPDYA" 39 33 68 112 99 172 153 79
"TRMT61B" 318 202 606 678 422 256 244 327
"WDR43" 840 500 1723 1936 1420 1069 995 1121
"TOGARAM2" 101 243 160 193 772 1415 998 1012
"C2orf71" 6 6 3 8 6 6 10 14
"CLIP4" 491 425 1181 1077 1033 895 1007 986
"ALK" 357 277 393 360 405 490 512 457
"YPEL5" 1823 1277 2768 3189 2024 1288 1356 1741
"LBH" 2805 775 2709 4058 1734 1121 1080 1358
"LCLAT1" 482 224 689 680 536 287 304 433
"CAPN13" 0 0 0 0 0 2 0 4
"GALNT14" 66 28 77 146 34 43 42 20
"CAPN14" 57 2 36 56 18 15 6 7
"EHD3" 427 284 696 713 377 221 275 328
"XDH" 76 12 55 25 18 30 16 7
"SRD5A2" 1 6 1 3 0 2 4 5
"MEMO1" 1371 892 1683 1755 1498 1317 1265 1305
"DPY30" 541 349 945 981 692 403 450 558
"SPAST" 3447 1185 3850 4447 2711 1377 1466 2001
"SLC30A6" 579 475 1302 1321 905 672 649 796
"NLRC4" 75 20 96 82 49 65 63 40
"YIPF4" 2783 1691 3341 3517 2886 2118 1890 2573
"BIRC6" 5586 2780 8324 9336 7462 5421 4762 6939
"TTC27" 327 241 716 675 548 357 403 413
"LTBP1" 1153 730 3593 2831 868 3730 2685 670
"RASGRP3" 5 6 38 29 18 35 17 26
"FAM98A" 868 568 1432 1206 1342 973 966 1158
"CRIM1" 995 1056 1561 1668 975 977 958 1379
"FEZ2" 854 978 2116 2164 1377 1073 1032 1418
"VIT" 2 2 2 13 2 22 30 0
"STRN" 1156 742 2160 2176 1967 1252 1212 1593
"HEATR5B" 2420 1035 3074 3765 2223 1612 1381 2103
"GPATCH11" 658 358 1117 932 962 599 600 803
"EIF2AK2" 2333 2063 4618 4561 3505 2505 2517 3140
"SULT6B1" 0 2 1 0 0 0 0 0
"CEBPZOS" 45 23 645 588 63 209 230 66
"CEBPZ" 865 379 1616 1643 1253 787 742 1042
"NDUFAF7" 778 406 1318 1369 893 853 720 749
"PRKD3" 946 844 2061 2104 2678 2068 1539 2338
"QPCT" 10 4 47 24 6 10 16 5
"CDC42EP3" 1425 739 1542 1995 969 646 614 951
"RMDN2" 86 53 136 153 154 133 89 191
"CYP1B1" 43 10 1712 1358 399 1549 1263 77
"ATL2" 1183 968 1958 1941 1751 1497 1235 1590
"HNRNPLL" 1546 841 2533 2097 2116 1226 1296 1705
"GALM" 67 97 220 178 128 125 151 120
"SRSF7" 2735 1349 4111 5133 3552 2934 2425 2821
"GEMIN6" 197 101 362 315 374 215 184 296
"DHX57" 1940 946 2920 3444 2220 1590 1556 1809
"MORN2" 219 253 413 513 345 217 266 467
"ARHGEF33" 71 33 55 80 107 68 61 84
"SOS1" 3576 2064 5600 6230 4351 3245 3196 4168
"CDKL4" 2 3 11 8 6 7 0 10
"MAP4K3" 2112 1406 4082 4088 2304 1916 1790 2332
"TMEM178A" 822 721 1907 1825 1094 1390 1199 952
"THUMPD2" 317 218 624 591 406 392 330 334
"SLC8A1" 1974 638 2869 3040 589 685 838 658
"C2orf91" 2 0 4 8 1 0 4 0
"PKDCC" 164 97 304 244 258 233 237 171
"EML4" 1570 772 2791 2928 2290 2415 2118 2011
"COX7A2L" 1582 883 2675 2890 1227 800 938 1105
"KCNG3" 6 0 0 2 4 2 4 2
"MTA3" 1305 908 2494 2727 1529 1241 1187 1411
"OXER1" 22 2 17 33 22 51 44 46
"HAAO" 19 27 37 31 72 56 43 42
"ZFP36L2" 575 750 1736 1418 2696 1618 1471 2529
"THADA" 633 413 1238 1143 1278 779 784 1007
"PLEKHH2" 394 1010 327 344 5596 2364 2025 4810
"C1GALT1C1L" 2 0 0 0 0 0 0 0
"DYNC2LI1" 365 363 883 745 708 610 644 757
"ABCG5" 4 9 10 4 13 11 9 9
"ABCG8" 3 2 0 2 2 0 2 0
"LRPPRC" 4218 2567 6676 7215 5377 3405 3276 4511
"PPM1B" 1933 1195 3004 2882 2657 1665 1537 2176
"SLC3A1" 78 55 126 163 123 106 114 74
"PREPL" 4809 4085 9126 9156 5061 3150 3593 4125
"CAMKMT" 209 194 510 453 180 190 161 152
"SIX3" 1085 147 955 1327 205 89 276 107
"SIX2" 241 36 256 175 44 70 62 50
"SRBD1" 464 441 902 986 825 511 499 624
"PRKCE" 972 618 1013 1258 668 544 673 623
"EPAS1" 7 20 38 18 8 22 34 15
"TMEM247" 0 0 2 0 0 0 0 0
"ATP6V1E2" 65 49 141 154 73 95 77 99
"RHOQ" 792 961 2153 1748 1658 1442 1499 1569
"PIGF" 213 155 523 476 340 187 285 313
"CRIPT" 362 198 588 471 519 240 287 361
"SOCS5" 710 427 1037 1158 772 402 451 543
"MCFD2" 2136 1581 4077 4366 2760 1777 1784 2382
"TTC7A" 569 398 1061 1033 645 662 571 701
"CALM2" 13499 8808 23049 25965 14209 8951 9743 12641
"EPCAM" 45 45 53 42 40 42 37 15
"MSH2" 2065 900 3231 3618 2286 1470 1193 1754
"KCNK12" 160 92 212 277 175 147 106 286
"MSH6" 2597 1161 4172 4406 3947 2676 2018 3053
"FBXO11" 2924 1496 3700 4011 2998 2031 2069 2424
"FOXN2" 1308 512 1619 1533 2586 1267 942 1737
"PPP1R21" 1081 640 1758 1840 1283 1004 832 1213
"STON1" 245 390 1186 833 602 560 556 794
"STON1-GTF2A1L" 13 5 10 10 12 12 9 3
"GTF2A1L" 0 0 0 0 2 0 0 0
"LHCGR" 0 2 8 24 2 0 2 6
"FSHR" 1 2 5 7 3 4 2 7
"NRXN1" 5563 3464 6366 7194 4467 1973 2229 3963
"ASB3" 37 33 85 70 59 44 40 63
"GPR75-ASB3" 0 0 3 8 0 0 1 0
"CHAC2" 107 34 95 121 122 95 70 65
"ERLEC1" 1237 903 2478 2548 1383 1095 1028 1342
"GPR75" 81 43 164 204 133 126 94 139
"PSME4" 2287 1333 3868 4020 3001 2231 2145 2496
"ACYP2" 261 219 496 531 407 212 214 438
"TSPYL6" 8 2 6 6 5 5 4 16
"C2orf73" 6 13 47 16 12 24 12 33
"SPTBN1" 13085 9428 21412 22397 14501 10552 10033 14848
"EML6" 435 325 373 396 447 420 420 527
"RTN4" 22448 11948 39796 41945 18559 11509 13027 15244
"CLHC1" 348 249 540 617 679 633 547 663
"RPS27A" 4089 2310 6186 7038 6071 3679 4024 4223
"MTIF2" 530 460 976 1018 1098 645 597 900
"CCDC88A" 16156 7536 17295 21486 17987 11861 11388 14141
"CFAP36" 1007 691 1729 1961 1171 877 887 1196
"PPP4R3B" 3708 2012 5387 5458 4551 2954 2803 3885
"PNPT1" 858 565 1593 1510 1550 1204 1063 1222
"EFEMP1" 19 45 182 136 341 106 143 425
"CCDC85A" 64 36 69 114 32 28 28 13
"VRK2" 7 8 29 19 46 64 90 37
"FANCL" 289 189 675 735 584 450 376 498
"BCL11A" 1802 49 1396 1587 275 361 334 190
"PAPOLG" 969 398 1357 1324 948 620 580 767
"REL" 205 129 345 352 336 189 207 261
"PUS10" 148 72 263 190 213 168 189 201
"PEX13" 1067 591 1712 1507 1236 726 833 1051
"KIAA1841" 1160 587 1930 1710 1405 1294 1114 1304
"C2orf74" 6 3 37 14 9 15 10 17
"AHSA2" 2306 2093 5031 5479 4695 4263 4311 4227
"USP34" 4826 2998 7064 8019 5900 4146 3890 5176
"XPO1" 10451 7253 20111 18342 16222 14978 15240 13968
"FAM161A" 594 340 1010 1147 791 757 600 829
"CCT4" 2909 1674 5715 5891 3815 2403 2471 2913
"COMMD1" 259 182 411 448 280 160 186 249
"B3GNT2" 141 154 317 355 203 173 146 184
"TMEM17" 139 143 242 217 153 155 116 211
"EHBP1" 2206 981 3850 4040 1373 1137 1095 1289
"OTX1" 204 13 709 873 15 16 39 12
"WDPCP" 243 201 537 456 432 310 323 343
"MDH1" 2328 1557 4491 4682 2829 1853 1803 2312
"UGP2" 1570 993 2977 3180 2748 1896 1519 2154
"VPS54" 1072 541 1803 1682 1590 1225 1150 1303
"PELI1" 1957 884 2001 2047 3144 1541 1073 2499
"LGALSL" 811 499 1329 1213 427 355 475 463
"AFTPH" 1491 641 2074 2066 1120 790 762 1073
"SERTAD2" 815 333 1209 1010 825 632 755 639
"SLC1A4" 1888 1756 2987 3889 1908 1293 1339 2826
"CEP68" 2163 930 2939 3173 2533 1357 1449 2199
"RAB1A" 5740 5178 7318 7484 5458 4318 4842 4817
"ACTR2" 7424 4588 12872 13152 8843 5474 6002 7094
"SPRED2" 853 641 1483 1462 1600 1158 964 1478
"MEIS1" 3093 1372 2229 2392 2101 1411 1301 1939
"ETAA1" 559 364 977 916 847 654 618 816
"C1D" 282 188 525 561 359 291 229 298
"WDR92" 114 94 179 158 221 191 143 236
"PNO1" 252 204 540 493 381 292 256 291
"PPP3R1" 1326 961 1672 1573 1214 924 878 991
"CNRIP1" 690 586 1151 1264 794 551 639 575
"PLEK" 3 0 13 2 1 2 5 1
"FBXO48" 92 40 197 149 168 124 144 144
"APLF" 21 20 72 46 66 27 58 49
"PROKR1" 151 66 62 87 28 21 24 50
"ARHGAP25" 16 1 8 14 2 2 0 2
"BMP10" 0 0 0 0 0 0 0 0
"GKN2" 0 0 0 0 0 0 0 0
"GKN1" 0 0 0 0 0 0 0 0
"ANTXR1" 2291 2598 5227 6169 6457 4452 3851 6411
"GFPT1" 3482 1625 6114 5098 2695 2229 2499 2129
"NFU1" 453 325 755 863 570 343 290 462
"AAK1" 3443 1422 4172 5200 2053 1611 1514 1943
"ANXA4" 148 152 533 444 241 345 289 304
"GMCL1" 589 284 772 935 1007 640 575 744
"SNRNP27" 657 461 1209 1298 1032 508 512 696
"MXD1" 891 387 1309 1431 902 658 659 772
"ASPRV1" 117 66 132 178 142 109 143 126
"PCBP1" 1852 959 2957 3200 2345 1347 1379 1688
"C2orf42" 324 237 487 554 473 384 317 500
"TIA1" 8470 3869 13048 14752 10747 8692 7489 9829
"PCYOX1" 1953 1941 3440 3522 2073 1672 1729 2121
"SNRPG" 594 417 1023 1100 1015 648 544 703
"FAM136A" 577 348 1130 1143 759 484 543 542
"TGFA" 4 4 2 10 2 0 4 16
"ADD2" 8019 1869 8699 9904 4724 2930 2595 3443
"FIGLA" 0 0 0 0 0 0 0 0
"CLEC4F" 0 8 10 6 6 2 6 4
"CD207" 0 0 0 0 2 0 0 3
"VAX2" 54 35 116 122 99 32 22 83
"ATP6V1B1" 50 43 100 85 102 63 37 65
"ANKRD53" 60 60 98 70 75 59 58 77
"TEX261" 1208 759 1831 2339 1547 1029 822 1519
"NAGK" 1534 985 2491 2619 1714 1531 1348 1862
"MCEE" 83 79 161 208 150 124 144 131
"MPHOSPH10" 1062 500 1660 1867 1450 943 783 977
"PAIP2B" 392 164 472 457 285 111 207 294
"ZNF638" 7360 3199 10449 10978 9005 6480 6436 7198
"DYSF" 42 59 100 65 150 62 56 47
"CYP26B1" 494 586 117 200 126 139 72 144
"EXOC6B" 1932 1281 3296 3302 2234 1537 1655 2079
"SPR" 12 41 30 17 59 18 24 36
"EMX1" 0 0 4 3 0 2 6 2
"SFXN5" 680 1414 2628 2291 1605 1440 1250 2192
"RAB11FIP5" 331 313 980 743 417 509 422 550
"NOTO" 0 0 2 0 0 0 0 0
"SMYD5" 687 383 1470 1431 764 742 771 723
"PRADC1" 166 144 327 332 244 168 139 255
"CCT7" 4461 2609 8405 8986 6147 3384 3366 4802
"FBXO41" 1368 835 1766 2087 895 711 724 710
"EGR4" 5 0 4 0 2 1 2 0
"ALMS1" 2058 983 3595 3716 3041 2007 2029 2358
"NAT8" 12 11 4 8 6 8 7 10
"TPRKB" 393 190 590 624 524 306 306 381
"DUSP11" 303 149 567 574 454 303 272 384
"C2orf78" 0 2 0 2 0 0 0 2
"STAMBP" 895 713 1811 1901 1351 997 1052 1252
"ACTG2" 54 45 1548 2426 88 278 339 42
"DGUOK" 649 344 1146 1353 666 515 491 577
"TET3" 4370 1337 4764 5884 4869 2647 2031 4274
"BOLA3" 91 100 211 258 147 93 108 141
"MOB1A" 1545 815 3291 2929 2302 1761 1657 1772
"MTHFD2" 598 268 1652 1570 798 789 711 519
"SLC4A5" 48 24 83 88 127 83 77 86
"DCTN1" 6336 3076 9550 10977 6037 3947 3856 5157
"C2orf81" 14 9 49 29 47 35 39 45
"WDR54" 465 299 799 904 745 508 532 577
"RTKN" 375 379 749 862 1057 682 589 894
"INO80B" 16 20 68 70 43 60 45 55
"WBP1" 312 286 760 768 589 776 544 678
"MOGS" 953 660 2106 2085 1656 1419 1373 1415
"MRPL53" 416 354 678 778 594 468 398 580
"CCDC142" 397 194 465 534 416 409 349 543
"TTC31" 442 319 870 958 806 678 517 715
"LBX2" 0 0 10 8 0 5 6 4
"PCGF1" 278 150 454 421 352 283 220 287
"TLX2" 6 0 6 3 9 4 5 6
"DQX1" 18 9 28 13 22 11 39 15
"AUP1" 1400 1141 2344 2669 2318 1868 1602 2000
"HTRA2" 416 260 658 699 499 344 337 410
"LOXL3" 641 464 1267 1535 916 894 853 913
"DOK1" 97 178 242 229 341 182 211 299
"M1AP" 2 0 2 3 4 0 9 3
"SEMA4F" 925 588 1349 1522 613 586 516 593
"HK2" 1142 329 874 991 1047 580 356 598
"POLE4" 192 162 312 405 175 161 135 133
"TACR1" 74 43 31 79 35 10 7 25
"EVA1A" 4 0 6 4 2 27 22 4
"MRPL19" 655 445 1233 1302 967 612 625 836
"GCFC2" 341 331 880 689 682 652 602 558
"LRRTM4" 512 203 685 837 243 188 180 187
"REG3G" 0 0 0 0 0 0 0 0
"REG1B" 0 0 0 0 0 2 0 0
"REG1A" 4 0 0 0 0 0 1 0
"REG3A" 0 0 0 0 0 0 0 0
"CTNNA2" 3500 2620 3850 5009 3790 2121 2464 4716
"LRRTM1" 305 194 218 291 298 160 163 179
"SUCLG1" 1058 755 2010 2173 1641 997 980 1342
"DNAH6" 107 64 462 483 1097 1194 1037 1474
"TRABD2A" 4 0 17 20 16 12 17 13
"TMSB10" 15210 6696 21783 25587 11912 8802 10054 9078
"KCMF1" 1879 1582 2464 2565 2156 1655 1841 1794
"TCF7L1" 466 649 946 1140 1583 1065 858 1568
"TGOLN2" 3872 2239 6373 7037 4422 3341 2963 4178
"RETSAT" 495 551 1270 1263 634 586 585 836
"ELMOD3" 519 360 983 1062 813 730 639 771
"CAPG" 31 28 78 106 37 42 60 62
"SH2D6" 8 11 10 25 11 22 22 16
"MAT2A" 6232 4859 10660 13182 9020 7938 6712 10212
"GGCX" 840 683 1987 1943 1253 1193 1167 1318
"VAMP8" 11 9 3 24 10 12 14 13
"VAMP5" 8 50 79 117 40 10 12 57
"RNF181" 435 322 924 821 544 450 403 619
"TMEM150A" 163 236 432 499 379 355 330 486
"USP39" 987 578 1813 2015 1535 1004 873 1194
"C2orf68" 1156 610 1860 1890 1649 1105 1037 1528
"SFTPB" 0 0 8 7 8 0 6 2
"GNLY" 1 4 3 3 2 3 3 2
"ATOH8" 140 71 76 126 385 134 88 318
"ST3GAL5" 622 451 904 907 1334 713 502 1037
"POLR1A" 2459 1393 3457 4158 4381 2524 2038 3525
"PTCD3" 2199 1474 4044 4120 3629 2778 2633 3537
"IMMT" 2050 1176 3688 3797 2874 1766 1644 2377
"MRPL35" 894 492 1453 1559 1120 744 685 929
"REEP1" 4685 2261 4706 5796 2687 1686 1476 2568
"KDM3A" 3623 1311 5018 5093 4632 3004 2378 3855
"CHMP3" 902 637 1317 1580 1377 793 726 1171
"RNF103-CHMP3" 8 3 9 7 13 7 7 11
"RNF103" 922 929 1401 1431 955 792 807 1037
"RMND5A" 1809 876 2688 2767 2284 1307 1309 1777
"CD8A" 76 55 98 139 44 44 56 33
"CD8B" 0 0 2 4 0 3 2 0
"RGPD1" 9 5 8 13 12 6 9 7
"PLGLB1" 54 21 47 75 46 36 26 108
"PLGLB2" 12 0 8 2 7 2 5 7
"RGPD2" 15 3 12 7 21 12 15 13
"KRCC1" 415 388 871 826 874 671 561 764
"SMYD1" 26 12 9 10 274 0 5 16
"FABP1" 2 0 0 0 0 0 0 0
"THNSL2" 0 0 4 7 16 33 35 11
"FOXI3" 0 0 2 4 0 0 6 2
"TEX37" 0 0 0 0 0 0 0 0
"EIF2AK3" 766 629 1693 1870 1122 904 818 978
"RPIA" 405 155 643 649 460 408 386 415
"IGKV1-33" 0 0 0 0 0 0 0 0
"IGKV2-40" 0 0 0 0 0 0 0 0
"IGKV2D-40" 0 0 0 0 0 0 0 0
"IGKV1D-33" 0 0 0 0 0 0 0 0
"IGKV2D-29" 0 0 0 0 0 0 0 0
"IGKV2D-28" 0 0 0 0 0 0 0 0
"TEKT4" 0 2 1 0 0 0 2 0
"MAL" 4 12 20 15 2 1 5 8
"MRPS5" 1223 754 2187 2204 1902 1404 1312 1508
"ZNF514" 1002 731 1759 1806 1444 1561 1478 1315
"ZNF2" 220 95 354 314 318 216 190 255
"PROM2" 293 175 398 460 343 301 285 296
"KCNIP3" 86 40 83 101 85 33 94 84
"FAHD2A" 689 386 1364 1343 879 655 799 758
"TRIM43B" 2 2 0 4 0 4 3 2
"TRIM43" 2 2 2 0 0 2 0 0
"ANKRD36C" 1733 1295 2192 2548 1698 1454 1410 1233
"GPAT2" 8 12 31 13 10 29 37 24
"ADRA2B" 1 2 2 3 3 5 2 0
"ASTL" 4 0 0 0 2 2 4 2
"DUSP2" 16 10 26 12 14 16 23 4
"STARD7" 3177 2744 5776 6055 5089 3128 2762 5395
"TMEM127" 1820 1193 3113 3388 1850 1184 1183 1787
"CIAO1" 1298 733 1798 1861 1713 1243 1063 1477
"SNRNP200" 10347 5421 15157 17429 12788 8078 7509 10532
"ITPRIPL1" 2 17 45 44 20 22 4 16
"NCAPH" 230 121 519 492 804 519 435 443
"NEURL3" 4 4 2 16 4 12 12 6
